city_of_stop,city_name,city_postal,city_count,city_geo
ENV,Enosburg,05450,28,"{'place_id': 331059396, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.91097784038462', 'lon': '-72.79676862115384', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05450', 'display_name': 'Enosburg Falls, Enosburgh, Franklin County, 05450, Vermont, United States', 'boundingbox': ['44.7509778', '45.0709778', '-72.9567686', '-72.6367686']}"
BRI,Bridgewater,05035,26,"{'place_id': 331059283, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.596146174332645', 'lon': '-72.68094085010267', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05035', 'display_name': 'Bridgewater, Windsor County, 05035, Vermont, United States', 'boundingbox': ['43.4361462', '43.7561462', '-72.8409409', '-72.5209409']}"
PAW,Pawlet,05761,25,"{'place_id': 331059496, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.35125679659575', 'lon': '-73.16602184936171', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05761', 'display_name': 'Pawlet, Rutland County, 05761, Vermont, United States', 'boundingbox': ['43.1912568', '43.5112568', '-73.3260218', '-73.0060218']}"
COR,Corinth,05040,25,"{'place_id': 331059288, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.06750320952381', 'lon': '-72.21442912142858', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05040', 'display_name': 'Corinth, Orange County, 05040, Vermont, United States', 'boundingbox': ['43.9075032', '44.2275032', '-72.3744291', '-72.0544291']}"
BLF,Bellows Falls,05101,24,"{'place_id': 331059327, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.15165593080169', 'lon': '-72.4647380164557', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05101', 'display_name': 'Rockingham, Windham County, 05101, Vermont, United States', 'boundingbox': ['42.9916559', '43.3116559', '-72.6247380', '-72.3047380']}"
HUB,Hubbardton,05735,23,"{'place_id': 331059476, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.61780145816327', 'lon': '-73.19406085969388', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05735', 'display_name': 'Castleton, Rutland County, 05735, Vermont, United States', 'boundingbox': ['43.4578015', '43.7778015', '-73.3540609', '-73.0340609']}"
POM,Pomfret,05053,23,"{'place_id': 331059299, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.718826393367344', 'lon': '-72.48927796530613', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05053', 'display_name': 'Pomfret, Windsor County, 05053, Vermont, United States', 'boundingbox': ['43.5588264', '43.8788264', '-72.6492780', '-72.3292780']}"
WES,Weston,05161,23,"{'place_id': 331059344, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.29413975336048', 'lon': '-72.78961511160895', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05161', 'display_name': 'Weston, Windsor County, 05161, Vermont, United States', 'boundingbox': ['43.1341398', '43.4541398', '-72.9496151', '-72.6296151']}"
WMN,Wilmington,05363,22,"{'place_id': 331059379, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.886303601792115', 'lon': '-72.88388778864994', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05363', 'display_name': 'Wilmington, Windham County, 05363, Vermont, United States', 'boundingbox': ['42.7263036', '43.0463036', '-73.0438878', '-72.7238878']}"
BNT,Braintree,05060,22,"{'place_id': 331059304, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.93399314707135', 'lon': '-72.67259760756123', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05060', 'display_name': 'Randolph, Orange County, 05060, Vermont, United States', 'boundingbox': ['43.7739931', '44.0939931', '-72.8325976', '-72.5125976']}"
PIT,Pittsfield,05762,21,"{'place_id': 331059497, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.75521051111111', 'lon': '-72.82185027469136', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05762', 'display_name': 'Pittsfield, Rutland County, 05762, Vermont, United States', 'boundingbox': ['43.5952105', '43.9152105', '-72.9818503', '-72.6618503']}"
"","","",21,""
WHL,Wheelock,05851,20,"{'place_id': 331059541, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.556084744025156', 'lon': '-72.07395242798742', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05851', 'display_name': 'Wheelock, Caledonia County, 05851, Vermont, United States', 'boundingbox': ['44.3960847', '44.7160847', '-72.2339524', '-71.9139524']}"
GRI,Grand Isle,05458,19,"{'place_id': 331059402, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.703187182', 'lon': '-73.32428207000001', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05458', 'display_name': 'Grand Isle, Grand Isle County, 05458, Vermont, United States', 'boundingbox': ['44.5431872', '44.8631872', '-73.4842821', '-73.1642821']}"
MST,Morristown,05661,19,"{'place_id': 331059450, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.56070534065525', 'lon': '-72.60497517781087', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05661', 'display_name': 'Morristown, Lamoille County, 05661, Vermont, United States', 'boundingbox': ['44.4007053', '44.7207053', '-72.7649752', '-72.4449752']}"
LUN,Lunenburg,05906,19,"{'place_id': 331059562, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.45304257958333', 'lon': '-71.68193704458334', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05906', 'display_name': 'Lunenburg, Essex County, 05906, Vermont, United States', 'boundingbox': ['44.2930426', '44.6130426', '-71.8419370', '-71.5219370']}"
BTN,Brighton,05846,19,"{'place_id': 331059537, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.7906196715', 'lon': '-71.8568920785', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05846', 'display_name': 'Brighton, Essex County, 05846, Vermont, United States', 'boundingbox': ['44.6306197', '44.9506197', '-72.0168921', '-71.6968921']}"
CRA,Craftsbury,05826,19,"{'place_id': 331059521, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.637080814444445', 'lon': '-72.37646981333333', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05826', 'display_name': 'Craftsbury, Orleans County, 05826, Vermont, United States', 'boundingbox': ['44.4770808', '44.7970808', '-72.5364698', '-72.2164698']}"
ORG,Orange,05086,19,"{'place_id': 331059323, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.11630625243243', 'lon': '-72.29647736', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05086', 'display_name': 'Topsham, Orange County, 05086, Vermont, United States', 'boundingbox': ['43.9563063', '44.2763063', '-72.4564774', '-72.1364774']}"
CHE,Chelsea,05038,18,"{'place_id': 331059286, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.987496576744185', 'lon': '-72.45606213178294', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05038', 'display_name': 'Chelsea, Orange County, 05038, Vermont, United States', 'boundingbox': ['43.8274966', '44.1474966', '-72.6160621', '-72.2960621']}"
WBY,Woodbury,05681,17,"{'place_id': 331059467, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.43409825683229', 'lon': '-72.40436030807453', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05681', 'display_name': 'Woodbury, Washington County, 05681, Vermont, United States', 'boundingbox': ['44.2740983', '44.5940983', '-72.5643603', '-72.2443603']}"
DVR,Dover,05356,17,"{'place_id': 331059372, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.95996960340909', 'lon': '-72.88501470553977', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05356', 'display_name': 'Dover, Windham County, 05356, Vermont, United States', 'boundingbox': ['42.7999696', '43.1199696', '-73.0450147', '-72.7250147']}"
GRV,Granville,05747,16,"{'place_id': 331059487, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.985226839999996', 'lon': '-72.86512004', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05747', 'display_name': 'Granville, Addison County, 05747, Vermont, United States', 'boundingbox': ['43.8252268', '44.1452268', '-73.0251200', '-72.7051200']}"
DEL,"","",16,""
WDV,West Danville,05873,14,"{'place_id': 331059554, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.45010333829787', 'lon': '-72.23360948723405', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05873', 'display_name': 'Walden, Caledonia County, 05873, Vermont, United States', 'boundingbox': ['44.2901033', '44.6101033', '-72.3936095', '-72.0736095']}"
SRY,South Ryegate,05069,14,"{'place_id': 331059310, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.17209462254902', 'lon': '-72.13837684558823', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05069', 'display_name': 'Newbury, Orange County, 05069, Vermont, United States', 'boundingbox': ['44.0120946', '44.3320946', '-72.2983768', '-71.9783768']}"
WTM,Whitingham,05361,14,"{'place_id': 331059377, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '42.79270202636987', 'lon': '-72.86422639075343', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05361', 'display_name': 'Whitingham, Windham County, 05361, Vermont, United States', 'boundingbox': ['42.6327020', '42.9527020', '-73.0242264', '-72.7042264']}"
BAK,Bakersfield,05450,14,"{'place_id': 331059396, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.91097784038462', 'lon': '-72.79676862115384', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05450', 'display_name': 'Enosburg Falls, Enosburgh, Franklin County, 05450, Vermont, United States', 'boundingbox': ['44.7509778', '45.0709778', '-72.9567686', '-72.6367686']}"
WLD,Walden,05843,14,"{'place_id': 331059535, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.50148754923077', 'lon': '-72.36451801846154', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05843', 'display_name': 'Hardwick, Caledonia County, 05843, Vermont, United States', 'boundingbox': ['44.3414875', '44.6614875', '-72.5245180', '-72.2045180']}"
SND,Sandgate,05250,13,"{'place_id': 331059347, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.10924433977901', 'lon': '-73.16624690662984', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05250', 'display_name': 'Arlington, Bennington County, 05250, Vermont, United States', 'boundingbox': ['42.9492443', '43.2692443', '-73.3262469', '-73.0062469']}"
STW,Stowe,05672,13,"{'place_id': 331059458, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.478340546018515', 'lon': '-72.70643989342592', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05672', 'display_name': 'Stowe, Lamoille County, 05672, Vermont, United States', 'boundingbox': ['44.3183405', '44.6383405', '-72.8664399', '-72.5464399']}"
FAY,Fayston,05673,13,"{'place_id': 331059459, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.18499107625272', 'lon': '-72.84805579542483', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05673', 'display_name': 'Fayston, Washington County, 05673, Vermont, United States', 'boundingbox': ['44.0249911', '44.3449911', '-73.0080558', '-72.6880558']}"
BEV,Belvidere,05442,13,"{'place_id': 331059390, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.753830653617015', 'lon': '-72.68304476851064', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05442', 'display_name': 'Belvidere, Lamoille County, 05442, Vermont, United States', 'boundingbox': ['44.5938307', '44.9138307', '-72.8430448', '-72.5230448']}"
NHE,North Hero,05474,13,"{'place_id': 331059415, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.79547874647887', 'lon': '-73.29010979014085', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05474', 'display_name': 'North Hero, Grand Isle County, 05474, Vermont, United States', 'boundingbox': ['44.6354787', '44.9554787', '-73.4501098', '-73.1301098']}"
HOL,Holland,05830,12,"{'place_id': 331059525, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.9856452125', 'lon': '-72.00516457892857', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05830', 'display_name': 'Holland, Orleans County, 05830, Vermont, United States', 'boundingbox': ['44.8256452', '45.1456452', '-72.1651646', '-71.8451646']}"
ILM,Isle La Motte,05463,12,"{'place_id': 331059407, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.87427189473684', 'lon': '-73.33815242631579', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05463', 'display_name': 'Isle La Motte, Grand Isle County, 05463, Vermont, United States', 'boundingbox': ['44.7142719', '45.0342719', '-73.4981524', '-73.1781524']}"
RFV,Richford,05476,12,"{'place_id': 331059416, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.98383289029535', 'lon': '-72.66901134781997', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05476', 'display_name': 'Richford, Franklin County, 05476, Vermont, United States', 'boundingbox': ['44.8238329', '45.1438329', '-72.8290113', '-72.5090113']}"
HAR,Hardwick,05843,12,"{'place_id': 331059535, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.50148754923077', 'lon': '-72.36451801846154', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05843', 'display_name': 'Hardwick, Caledonia County, 05843, Vermont, United States', 'boundingbox': ['44.3414875', '44.6614875', '-72.5245180', '-72.2045180']}"
FLE,Fletcher,"",11,""
EXJ,Essex Junction,05452,11,"{'place_id': 331059397, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.51857011409978', 'lon': '-73.08423526008676', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05452', 'display_name': 'Essex, Chittenden County, 05452, Vermont, United States', 'boundingbox': ['44.3585701', '44.6785701', '-73.2442353', '-72.9242353']}"
WBK,West Burke,05871,10,"{'place_id': 331059552, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.685938047440274', 'lon': '-71.9630958556314', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05871', 'display_name': 'Newark, Caledonia County, 05871, Vermont, United States', 'boundingbox': ['44.5259380', '44.8459380', '-72.1230959', '-71.8030959']}"
LEW,"","",10,""
FRA,Franklin,05457,9,"{'place_id': 331059401, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.935573626436785', 'lon': '-72.93540860574713', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05457', 'display_name': 'Highgate, Franklin County, 05457, Vermont, United States', 'boundingbox': ['44.7755736', '45.0955736', '-73.0954086', '-72.7754086']}"
LYC,Lyndon Center,05850,9,"{'place_id': 331059540, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.55062136666667', 'lon': '-72.04143333333333', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05850', 'display_name': 'Lyndon, Caledonia County, 05850, Vermont, United States', 'boundingbox': ['44.3906214', '44.7106214', '-72.2014333', '-71.8814333']}"
WAS,Washington,05675,9,"{'place_id': 331059461, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.0937105903125', 'lon': '-72.423905898125', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05675', 'display_name': 'Washington, Orange County, 05675, Vermont, United States', 'boundingbox': ['43.9337106', '44.2537106', '-72.5839059', '-72.2639059']}"
HAN,Hancock,05748,9,"{'place_id': 331059488, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.9331221625', 'lon': '-72.863341725', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05748', 'display_name': 'Hancock, Addison County, 05748, Vermont, United States', 'boundingbox': ['43.7731222', '44.0931222', '-73.0233417', '-72.7033417']}"
STR,Strafford,05072,9,"{'place_id': 331059313, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.86598766567164', 'lon': '-72.39092657313432', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05072', 'display_name': 'Strafford, Orange County, 05072, Vermont, United States', 'boundingbox': ['43.7059877', '44.0259877', '-72.5509266', '-72.2309266']}"
WND,Windham,05148,8,"{'place_id': 331059333, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.245066039572194', 'lon': '-72.8112094486631', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05148', 'display_name': 'Londonderry, Windham County, 05148, Vermont, United States', 'boundingbox': ['43.0850660', '43.4050660', '-72.9712094', '-72.6512094']}"
WSM,Westmore,05860,8,"{'place_id': 331059547, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.79124131256732', 'lon': '-72.12496189371633', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05860', 'display_name': 'Barton, Orleans County, 05860, Vermont, United States', 'boundingbox': ['44.6312413', '44.9512413', '-72.2849619', '-71.9649619']}"
LIN,Lincoln,05443,8,"{'place_id': 331059391, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.15174966616767', 'lon': '-73.03199909670658', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05443', 'display_name': 'Lincoln, Addison County, 05443, Vermont, United States', 'boundingbox': ['43.9917497', '44.3117497', '-73.1919991', '-72.8719991']}"
NHP,North Hyde Park,05655,8,"{'place_id': 331059445, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.61966374374563', 'lon': '-72.5958867583508', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05655', 'display_name': 'Hyde Park, Lamoille County, 05655, Vermont, United States', 'boundingbox': ['44.4596637', '44.7796637', '-72.7558868', '-72.4358868']}"
CUT,Cuttingsville,05738,7,"{'place_id': 331059479, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.518937108308606', 'lon': '-72.85251118635014', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05738', 'display_name': 'Shrewsbury, Rutland County, 05738, Vermont, United States', 'boundingbox': ['43.3589371', '43.6789371', '-73.0125112', '-72.6925112']}"
WEL,Wells,05774,7,"{'place_id': 331059508, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.431120557309946', 'lon': '-73.19930636842105', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05774', 'display_name': 'Wells, Rutland County, 05774, Vermont, United States', 'boundingbox': ['43.2711206', '43.5911206', '-73.3593064', '-73.0393064']}"
HIS,Highgate Springs,05460,7,"{'place_id': 331059404, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.978073', 'lon': '-73.105206', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05460', 'display_name': 'Highgate, Franklin County, 05460, Vermont, United States', 'boundingbox': ['44.8180730', '45.1380730', '-73.2652060', '-72.9452060']}"
NTN,Norton,05907,6,"{'place_id': 331059563, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.96224765987261', 'lon': '-71.7917867888535', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05907', 'display_name': 'Norton, Essex County, 05907, Vermont, United States', 'boundingbox': ['44.8022477', '45.1222477', '-71.9517868', '-71.6317868']}"
NCL,North Clarendon,05759,5,"{'place_id': 331059494, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.55525847655172', 'lon': '-72.96192539793104', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05759', 'display_name': 'Clarendon, Rutland County, 05759, Vermont, United States', 'boundingbox': ['43.3952585', '43.7152585', '-73.1219254', '-72.8019254']}"
PLY,Plymouth,05149,5,"{'place_id': 331059334, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.40645925021097', 'lon': '-72.70441697172996', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05149', 'display_name': 'Ludlow, Windsor County, 05149, Vermont, United States', 'boundingbox': ['43.2464593', '43.5664593', '-72.8644170', '-72.5444170']}"
ISL,"","",5,""
WCS,"","",5,""
REA,Reading,05062,5,"{'place_id': 331059306, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.48109516363636', 'lon': '-72.55749451897233', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05062', 'display_name': 'Reading, Windsor County, 05062, Vermont, United States', 'boundingbox': ['43.3210952', '43.6410952', '-72.7174945', '-72.3974945']}"
SUT,Sutton,05867,5,"{'place_id': 331059550, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '44.650031452970296', 'lon': '-72.02984716831683', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05867', 'display_name': 'Sutton, Caledonia County, 05867, Vermont, United States', 'boundingbox': ['44.4900315', '44.8100315', '-72.1898472', '-71.8698472']}"
LAN,Landgrove,05148,5,"{'place_id': 331059333, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.245066039572194', 'lon': '-72.8112094486631', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05148', 'display_name': 'Londonderry, Windham County, 05148, Vermont, United States', 'boundingbox': ['43.0850660', '43.4050660', '-72.9712094', '-72.6512094']}"
ATN,Athens,05146,5,"{'place_id': 331059332, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.173768647500005', 'lon': '-72.59307028250001', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05146', 'display_name': 'Grafton, Windham County, 05146, Vermont, United States', 'boundingbox': ['43.0137686', '43.3337686', '-72.7530703', '-72.4330703']}"
MDT,Middletown Springs,05757,5,"{'place_id': 331059492, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.46727757832168', 'lon': '-73.13128030664336', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05757', 'display_name': 'Middletown Springs, Rutland County, 05757, Vermont, United States', 'boundingbox': ['43.3072776', '43.6272776', '-73.2912803', '-72.9712803']}"
QUE,Quechee,05059,5,"{'place_id': 331059303, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'lat': '43.64967613539095', 'lon': '-72.42126025596708', 'class': 'place', 'type': 'postcode', 'place_rank': 21, 'importance': 0.22500009999999993, 'addresstype': 'postcode', 'name': '05059', 'display_name': 'Hartford, Windsor County, 05059, Vermont, United States', 'boundingbox': ['43.4896761', '43.8096761', '-72.5812603', '-72.2612603']}"
EHV,"","",4,""
STA,"","",4,""
FDN,"","",4,""
TIN,"","",4,""
